date,state,county_identifier,facility_name,jail_id,est_pop_2019,primary_fips,bjs_juris_id,missing_date_ind,total_inmates,new_admissions,new_admissions_smooth,releases,releases_smooth,felony_releases,misd_releases,non_felony_or_misd_releases,releases_has_charge_class,felony_admissions,misd_admissions,non_felony_or_misd_admissions,admissions_has_charge_class,felony_recid_30,felony_recid_60,felony_recid_90,felony_recid_120,felony_recid_150,felony_recid_180,felony_recid_210,misd_recid_30,misd_recid_60,misd_recid_90,misd_recid_120,misd_recid_150,misd_recid_180,misd_recid_210,recid_30,recid_60,recid_90,recid_120,recid_150,recid_180,recid_210,num_felony,num_misd,num_non_felony_or_misd
12/26/19,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4
12/27/19,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,12,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5
12/28/19,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,13,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,5
12/29/19,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,5
12/30/19,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,13,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,7,1,5
12/31/19,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5
1/1/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,12,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5
1/2/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4
1/3/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,12,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5
1/4/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,13,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,5
1/5/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,5
1/6/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,15,2,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,6
1/7/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,6
1/8/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,15,0,0,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,6
1/9/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5
1/10/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5
1/11/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5
1/12/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5
1/13/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,12,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,1,5
1/14/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4
1/15/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4
1/16/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4
1/17/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,11,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4
1/18/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,11,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5
1/19/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5
1/20/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5
1/21/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,11,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5
1/22/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,11,1,1,0,0,0,,0,0,0,,1,1,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,5,0,6
1/23/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,11,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,5,0,6
1/24/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,12,1,1,0,0,0,,0,0,0,,1,1,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,5,0,7
1/25/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,12,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,5,0,7
1/26/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,12,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,5,0,7
1/27/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,12,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,5,0,7
1/28/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,12,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,5,0,7
1/29/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,12,0,0,1,1,0,,1,1,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,5,0,7
1/30/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,14,3,3,0,0,0,,0,0,1,,2,3,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,6,0,8
1/31/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,14,0,0,2,2,0,,2,2,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,6,0,8
2/1/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,12,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,6,0,6
2/2/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,12,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,6,0,6
2/3/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,12,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,6,0,6
2/4/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,12,0,0,1,1,1,,0,1,0,,0,0,0,0,0,0,1,1,1,,,,,,,,0,0,0,0,1,1,1,6,0,6
2/5/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,12,1,1,3,3,1,,2,3,0,,1,1,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,5,0,7
2/6/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,9,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,4,0,5
2/7/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,9,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,4,0,5
2/8/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,9,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,4,0,5
2/9/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,9,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,4,0,5
2/10/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,9,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,4,0,5
2/11/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,9,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,4,0,5
2/12/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,9,0,0,1,1,0,,1,1,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,4,0,5
2/13/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,10,2,2,0,0,0,,0,0,1,,0,1,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,5,0,4
2/14/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,10,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,5,0,4
2/15/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,10,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,5,0,4
2/16/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,10,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,5,0,4
2/17/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,10,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,5,0,4
2/18/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,11,1,1,2,2,1,,0,1,1,,0,1,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,6,0,4
2/19/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,9,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,5,0,4
2/20/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,9,0,0,1,1,0,,1,1,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,1,1,1,5,0,4
2/21/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,8,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,5,0,3
2/22/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,9,1,1,0,0,0,,0,0,0,,1,1,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,5,0,4
2/23/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,9,0,0,1,1,0,,1,1,0,,0,0,0,0,0,0,0,0,0,,,,,,,,1,1,1,1,1,1,1,5,0,4
2/24/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,8,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,5,0,3
2/25/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,8,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,5,0,3
2/26/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,10,2,2,1,1,0,,1,1,0,,2,2,0,0,0,0,0,0,0,,,,,,,,0,0,1,1,1,1,1,5,0,5
2/27/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,9,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,5,0,4
2/28/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,9,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,5,0,4
2/29/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,10,1,1,0,0,0,,0,0,0,,1,1,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,5,0,5
3/1/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,11,1,1,1,1,0,,1,1,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,5,0,5
3/2/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,10,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,5,0,4
3/3/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,10,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,5,0,4
3/4/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,10,0,0,4,4,2,,1,3,0,,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,0,1,5,0,4
3/5/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,6,0,0,1,1,0,,1,1,0,,0,0,0,0,0,0,0,0,0,,,,,,,,1,1,1,1,1,1,1,3,0,3
3/6/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,5,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,3,0,2
3/7/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,5,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,3,0,2
3/8/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,5,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,3,0,2
3/9/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,5,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,3,0,2
3/10/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,6,1,1,0,0,0,,0,0,0,,1,1,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,3,0,3
3/11/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,6,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,3,0,3
3/12/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,6,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,3,0,3
3/13/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,6,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,3,0,3
3/14/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,7,1,1,0,0,0,,0,0,0,,1,1,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,3,0,4
3/15/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,7,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,3,0,4
3/16/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,7,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,3,0,4
3/17/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,7,0,0,1,1,0,,1,1,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,3,0,4
3/18/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,8,2,2,2,2,0,1,1,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
3/19/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,7,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3
3/20/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,6,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2
3/21/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,5,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,3,0,2
3/22/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,5,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,3,0,2
3/23/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,5,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,3,0,2
3/24/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,6,1,1,1,1,1,,0,1,0,,1,1,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,3,0,3
3/25/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,6,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,3
3/26/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,5,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2,0,3
3/27/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,5,0,0,1,1,0,,1,1,0,,0,0,0,0,0,0,0,0,0,,,,,,,,1,1,1,1,1,1,1,2,0,3
3/28/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,4,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2,0,2
3/29/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,4,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2,0,2
3/30/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,5,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2
3/31/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,4,0,0,1,1,0,,1,1,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,1,1,1,2,0,2
4/1/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,3,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2,0,1
4/2/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,3,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2,0,1
4/3/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,3,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2,0,1
4/4/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,4,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
4/5/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
4/6/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
4/7/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,4,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
4/8/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,3,0,0,1,1,0,,1,1,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,2
4/9/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,2,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,1
4/10/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,3,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1
4/11/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,2,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,1
4/12/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,2,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,1
4/13/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,2,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,1
4/14/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,2,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,1
4/15/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,2,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,1
4/16/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,2,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,1
4/17/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,2,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,1
4/18/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,2,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,1
4/19/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,2,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,1
4/20/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,2,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,1
4/21/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,2,0,0,1,1,0,,1,1,0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,1
4/22/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,2,1,1,0,0,0,0,,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
4/23/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,2,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
4/24/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,2,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
4/25/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,2,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
4/26/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,2,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
4/27/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,3,1,1,0,0,0,0,,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,
4/28/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,3,0,0,1,1,0,1,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,
4/29/20,WA,Columbia,Columbia Co. Jail,3004,3985,53013,481007007,0,3,1,1,1,1,0,1,,1,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,
