date,state,county_identifier,facility_name,jail_id,est_pop_2019,primary_fips,bjs_juris_id,missing_date_ind,total_inmates,new_admissions,new_admissions_smooth,releases,releases_smooth,felony_releases,misd_releases,non_felony_or_misd_releases,releases_has_charge_class,felony_admissions,misd_admissions,non_felony_or_misd_admissions,admissions_has_charge_class,felony_recid_30,felony_recid_60,felony_recid_90,felony_recid_120,felony_recid_150,felony_recid_180,felony_recid_210,misd_recid_30,misd_recid_60,misd_recid_90,misd_recid_120,misd_recid_150,misd_recid_180,misd_recid_210,recid_30,recid_60,recid_90,recid_120,recid_150,recid_180,recid_210,num_felony,num_misd,num_non_felony_or_misd
11/3/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,97,7,7,7,7,0,6,1,7,0,6,1,7,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,15,80
11/4/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,93,3,3,6,6,2,0,4,6,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,4,9,80
11/5/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,93,6,6,4,4,2,1,1,4,2,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,76
11/6/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,94,5,5,6,6,3,2,1,6,3,0,2,5,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,3,3,3,3,3,6,11,77
11/7/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,98,10,10,10,10,2,5,3,10,1,5,4,10,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,14,80
11/8/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,94,6,6,10,10,5,2,3,10,4,2,0,6,0,0,0,1,2,2,2,0,1,1,1,1,1,1,0,1,1,2,3,4,4,6,11,77
11/9/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,88,4,4,1,1,1,0,0,1,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,76
11/10/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,94,7,7,6,6,3,2,1,6,2,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,4,12,78
11/11/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,91,3,3,2,2,1,1,0,2,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,79
11/12/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,90,1,1,3,3,0,1,2,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,79
11/13/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,92,5,5,4,4,0,3,1,4,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,79
11/14/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,95,7,7,7,7,0,7,0,7,0,5,2,7,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,80
11/15/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,94,6,6,8,8,0,3,5,8,0,2,4,6,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0,1,1,1,1,2,2,1,9,84
11/16/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,100,14,14,14,14,3,10,1,14,3,10,1,14,0,1,1,1,1,1,1,0,1,2,2,2,2,2,0,2,3,3,3,3,3,4,16,80
11/17/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,89,3,3,3,3,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,79
11/18/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,90,4,4,4,4,1,1,2,4,1,3,0,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,9,79
11/19/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,91,5,5,5,5,0,3,2,5,0,3,2,5,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,11,79
11/20/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,97,11,11,18,18,7,4,7,18,6,5,0,11,0,0,0,0,0,0,0,1,2,2,2,2,2,2,1,2,2,2,2,2,2,8,12,77
11/21/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,87,8,8,5,5,0,4,1,5,0,6,2,8,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,72
11/22/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,93,11,11,6,6,1,5,0,6,3,7,1,11,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,2,2,2,2,4,17,72
11/23/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,100,13,13,5,5,3,2,0,5,2,3,7,12,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,2,2,2,2,2,5,15,79
11/24/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,104,9,9,6,6,1,5,0,6,1,7,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,80
11/25/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,102,4,4,8,8,2,4,2,8,2,2,0,4,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,4,17,81
11/26/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,106,12,12,8,8,1,5,2,8,2,6,4,12,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,4,19,83
11/27/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,107,9,9,19,19,5,3,11,19,3,3,3,9,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,6,17,84
11/28/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,98,10,10,7,7,1,5,1,7,1,3,6,10,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,17,79
11/29/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,96,5,5,5,5,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,78
11/30/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,97,6,6,4,4,0,4,0,4,0,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,79
12/1/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,101,8,8,7,7,2,4,1,7,2,4,2,8,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,17,81
12/2/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,98,4,4,4,4,0,4,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,80
12/3/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,99,5,5,4,4,0,3,1,4,0,4,1,5,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,81
12/4/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,107,12,12,11,11,2,7,2,11,2,6,4,12,0,0,0,0,0,0,0,0,1,2,2,2,2,2,1,2,3,3,3,3,3,3,20,84
12/5/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,106,10,10,10,10,2,8,0,10,2,8,0,10,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,3,21,82
12/6/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,105,9,9,6,6,0,2,4,6,4,3,2,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,5,16,84
12/7/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,111,12,12,13,13,6,6,1,13,2,5,5,12,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,7,19,85
12/8/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,103,5,5,3,3,0,3,0,3,0,4,1,5,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,2,16,85
12/9/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,103,3,3,5,5,2,2,1,5,1,2,0,3,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,2,2,2,2,3,4,14,85
12/10/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,107,9,9,0,4,0,0,0,0,2,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,86
12/11/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,1,107,0,1.66667,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,81
12/12/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,1,107,0,1.66667,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,81
12/13/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,1,107,0,1.66667,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,81
12/14/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,1,107,0,1.66667,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,81
12/15/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,1,107,0,1.66667,24,4,3,4,15,22,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,15,81
12/16/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,93,10,1.66667,0,0,0,0,0,0,0,6,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,75
12/17/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,97,4,4,0,7.5,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,76
12/18/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,1,97,0,2,15,7.5,0,11,4,15,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,4,4,4,3,5,6,6,6,6,6,1,20,72
12/19/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,86,4,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,76
12/20/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,92,6,6,0,3.75,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,76
12/21/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,1,92,0,2.5,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,72
12/22/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,1,92,0,2.5,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,72
12/23/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,1,92,0,2.5,15,3.75,0,7,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,15,72
12/24/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,87,10,2.5,5,5,1,4,0,5,1,6,3,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2,14,71
12/25/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,86,4,4,3,3,0,3,0,3,0,4,0,4,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,71
12/26/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,86,3,3,5,5,2,3,0,5,1,2,0,3,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,3,3,3,2,13,71
12/27/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,88,7,7,8,8,,8,0,8,,7,0,7,,,,,,,,1,2,2,3,3,3,3,1,2,2,3,3,3,3,0,17,71
12/28/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,88,8,8,9,9,1,8,0,9,1,7,0,8,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,2,2,2,2,2,1,16,71
12/29/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,83,4,4,4,4,,4,0,4,,4,0,4,,,,,,,,1,2,2,2,2,2,2,1,2,2,2,2,2,2,0,12,71
12/30/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,82,3,3,4,4,,3,1,4,,3,0,3,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,71
12/31/19,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,90,12,12,5,5,,5,0,5,,5,7,12,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,13,77
1/1/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,90,5,5,3,3,,3,0,3,,5,0,5,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,13,77
1/2/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,90,3,3,5,5,2,3,0,5,2,1,0,3,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,11,77
1/3/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,94,9,9,8,8,2,5,1,8,2,6,1,9,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,14,78
1/4/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,100,14,14,13,13,4,9,0,13,4,10,0,14,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,19,77
1/5/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,93,6,6,6,6,0,6,0,6,1,5,0,6,0,0,0,0,0,0,0,0,1,2,2,2,2,2,0,1,2,2,2,2,2,1,15,77
1/6/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,93,6,6,8,8,3,5,0,8,2,4,0,6,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,3,13,77
1/7/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,91,6,6,6,6,1,5,0,6,1,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,13,77
1/8/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,108,23,23,8,8,0,6,2,8,2,9,12,23,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,17,89
1/9/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,109,9,9,8,8,4,4,0,8,3,4,2,9,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,15,89
1/10/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,117,16,16,28,28,3,11,14,28,3,9,4,16,0,0,0,0,0,0,0,0,1,3,3,3,3,3,0,1,5,5,5,6,6,4,20,93
1/11/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,104,15,15,13,13,3,10,0,13,2,8,5,15,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,2,2,2,2,3,17,84
1/12/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,100,9,9,7,7,1,5,1,7,1,6,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,86
1/13/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,100,7,7,6,6,,6,0,6,,7,0,7,,,,,,,,0,1,1,1,2,2,2,0,1,1,1,2,2,2,0,15,85
1/14/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,100,6,6,5,5,1,4,0,5,1,4,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,86
1/15/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,104,9,9,20,20,2,6,12,20,2,6,1,9,0,0,0,0,0,0,0,1,1,1,1,1,1,1,8,8,8,8,8,8,8,2,15,87
1/16/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,92,8,8,9,9,2,6,1,9,2,5,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,76
1/17/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,98,15,15,7,7,1,4,2,7,1,4,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,85
1/18/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,96,5,5,4,4,,4,0,4,,4,1,5,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,84
1/19/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,100,8,8,6,6,1,4,1,6,3,4,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,85
1/20/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,97,3,3,5,5,2,3,0,5,0,3,0,3,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,11,84
1/21/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,96,4,4,8,8,1,4,3,8,1,2,1,4,0,0,0,0,0,0,0,2,3,3,3,3,3,3,2,4,4,4,4,4,4,1,10,85
1/22/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,94,6,6,8,8,0,1,7,8,1,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,4,4,1,9,83
1/23/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,92,6,6,8,8,3,2,3,8,3,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,78
1/24/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,92,8,8,5,5,1,3,1,5,1,4,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,77
1/25/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,89,2,2,2,2,1,1,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,76
1/26/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,94,7,7,14,14,0,6,8,14,0,7,0,7,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,16,76
1/27/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,84,4,4,1,1,1,0,0,1,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,69
1/28/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,84,1,1,4,4,1,2,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,69
1/29/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,88,8,8,8,8,2,5,1,8,2,5,1,8,0,0,0,0,0,0,0,0,1,1,2,2,2,2,0,1,1,2,2,2,2,3,15,70
1/30/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,87,7,7,6,6,1,3,2,6,1,2,4,7,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,2,12,73
1/31/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,92,11,11,5,5,1,2,2,5,1,2,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,79
2/1/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,93,6,6,6,6,1,5,0,6,1,5,0,6,0,0,0,0,0,0,0,0,1,2,2,2,2,2,0,1,2,2,2,2,2,2,14,77
2/2/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,94,7,7,7,7,0,6,1,7,0,6,1,7,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,1,1,1,2,2,3,1,15,78
2/3/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,94,7,7,9,9,1,5,3,9,1,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,77
2/4/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,93,8,8,8,8,1,6,1,8,1,4,2,7,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,14,76
2/5/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,88,3,3,5,5,0,3,2,5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,8,79
2/6/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,96,13,13,14,14,2,6,6,14,2,10,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,15,78
2/7/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,89,7,7,13,13,1,11,1,13,1,5,1,7,0,0,0,0,0,0,0,0,1,2,2,2,3,3,0,1,2,2,2,3,3,2,14,73
2/8/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,85,9,9,5,5,4,1,0,5,4,3,2,9,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,2,2,2,2,2,5,6,74
2/9/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,83,3,3,6,6,1,4,1,6,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,74
2/10/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,83,6,6,3,3,1,1,1,3,2,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,75
2/11/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,81,1,1,2,2,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,74
2/12/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,82,3,3,5,5,2,2,1,5,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,75
2/13/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,80,3,3,3,3,,1,2,3,,1,2,3,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,76
2/14/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,81,4,4,5,5,2,2,1,5,2,2,0,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,5,74
2/15/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,80,4,4,3,3,,3,0,3,,3,0,3,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,73
2/16/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,84,7,7,4,4,0,3,1,4,2,4,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,74
2/17/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,84,4,4,3,3,1,2,0,3,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,74
2/18/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,85,4,4,5,5,0,5,0,5,0,3,1,4,0,0,0,0,0,0,0,1,1,2,2,2,2,3,1,1,2,2,2,2,3,1,8,75
2/19/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,85,5,5,3,3,0,1,2,3,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,80
2/20/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,85,3,3,3,3,1,2,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,78
2/21/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,87,5,5,7,7,,4,3,7,,2,3,5,,,,,,,,0,0,0,0,1,1,1,1,1,1,1,2,2,2,0,6,81
2/22/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,85,5,5,4,4,,2,2,4,,3,2,5,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,80
2/23/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,87,6,6,5,5,2,3,0,5,2,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,78
2/24/20,SC,Anderson_City,City of Anderson Det. Ctr.,2466,18453,45007,412004001,0,84,2,2,10,10,1,0,9,10,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,78
